token	lemma	pos
quame	komen	v(fin,past,lex)	
in	in	adp()	
rouwen	rouw	n(sing)

martin	martijn	n(prop)	
nv	nu	adv(dem)	
hore	horen	v(imp)	
ende	en	conj(coord)	
verstant	verstaan	v(imp)

dese	deze	pron(dem)	
twee	twee	num(card)	
sijn	zijn	v(fin,pres,aux_cop)	
in	in	adp()	
een	een	art(indef)	
bewant	bewand	n(sing)

dat	dat+het	conj(subord)+pron(pers,3,sing)	
costen	kosten	v(infin)	
moet	moeten	v(fin,pres,aux_cop)	
seens	dat+een	pron(dem)+num(card)	
leuen	leven	n(sing)

nu	nu	adv(dem)	
hebbic	hebben+ik	v(fin,pres,aux_cop)+pron(pers,1,sing)	
de	de	art(def)	
macht	macht	n(sing)	
in	in	adp()	
mijn	mijn	pron(poss)	
hant	hand	n(sing)

welc	welk	pron(inter)	
ic	ik	pron(pers,1,sing)	
wille	willen	v(fin,pres,lex)	
ic	ik	pron(pers,1,sing)	
breke	breken	v(fin,pres,lex)	
den	de	art(def)	
bant	band	n(sing)

ende	en	conj(coord)	
maghet	mogen+het	v(fin,pres,lex)+pron(pers,3,sing)	
hare	zij	pron(pers,3,sing)	
al	al	pron(indef)	
vergheuen	vergeven	v(infin)

deene	de+een	art(def)+num(card)	
moeter	moeten+daar	v(fin,pres,aux_cop)+adv(dem)	
laten	laten	v(infin)	
den	de	art(def)	
pant	pand	n(sing)

den	die	pron(rel)	
liefsten	liefst	adj()	
die	die	pron(rel)	
god	god	n(prop)	
oint	ooit	adv(indef)	
vant	vinden	v(fin,past,lex)

hier+toe	hiertoe	pronadv(dem)	
sijn	zijn	v(fin,pres,aux_cop)	
si	zij	pron(pers,3,plu)	
verdreuen	verdrijven	v(participle,past)

ne	ne	adv(neg)	
liech	liegen	v(imp)	
mi	ik	pron(pers,1,sing)	
niet	niet	adv(neg)	
als	als	conj(comp)	
i	een	art(indef)	
triwant	trawant	n(sing)

maer	maar	conj(coord)	
sech	zeggen	v(imp)	
mi	ik	pron(pers,1,sing)	
an	aan	adp()	
welken	welk	pron(inter)	
cant	kant	n(sing)

dijn	dijn	pron(poss)	
herte	hart	n(sing)	
es	zijn	v(fin,pres,aux_cop)	
bleuen	blijven	v(participle,past)

ende	en	conj(coord)	
welke	welk	pron(rel)	
du	du	pron(pers,2,sing)	
liets	laten	v(fin,past,lex)	
sneuen	sneven	v(infin)

iacop	jacob	n(prop)	
dins	dit+ne+zijn	pron(dem)+adv(neg)+v(fin,pres,aux_cop)	
gheens	geen	pron(indef)	
vraghens	vraag	n(plu)	
waert	waard	adj()

die	die	pron(rel)	
de	de	art(def)	
waerheit	waarheid	n(sing)	
niene	niet+ne	adv(gener)+adv(neg)	
spaert	sparen	v(fin,pres,lex)

heuet	hebben	v(fin,pres,aux_cop)	
dit	dit	pron(dem)	
saen	zaan	adv(gener)	
ontbonden	ontbinden	v(participle,past)

het	het	pron(pers,3,sing)	
es	zijn	v(fin,pres,aux_cop)	
emmer	immer	adv(gener)	
der	de	art(def)	
herten	hart	n(sing)	
aert	aard	n(sing)

dat	dat	conj(subord)	
soe	zij	pron(pers,3,sing)	
daer+waert	daarwaarts	adv(dem)	
tijt	tijgen	v(fin,pres,lex)	
ende	en	conj(coord)	
vaert	varen	v(fin,pres,lex)

danen	danen	adv(dem)	
hare	zij	pron(pers,3,sing)	
quamen	komen	v(fin,past,lex)	
die	de	art(def)	
wonden	wond	n(plu)

al	al	conj(subord)	
sout	zijn+het	v(fin,past,aux_cop)+pron(pers,3,sing)	
al	al	pron(indef)	
varen	varen	v(infin)	
inder	in+de	adp()+art(def)	
vaert	vaart	n(sing)

wat	wat	pron(rel)	
so	zo	adv(dem)	
wel	wel	adv(gener)	
varens	varen	v(infin)	
begaert	begeren	v(fin,pres,lex)

nu	nu	adv(dem)	
ende	en	conj(coord)	
tallen	te+al	adp()+adj()	
stonden	stond	n(plu)

ic	ik	pron(pers,1,sing)	
verloeste	verlossen	v(fin,past,lex)	
die	die	pron(rel)	
mi	ik	pron(pers,1,sing)	
therte	dat+hart	art(def)+n(sing)	
bezwaert	bezwaren	v(fin,pres,lex)

soudic	zullen+ik	v(fin,past,aux_cop)+pron(pers,1,sing)	
hare	zij	pron(pers,3,sing)	
dan	dan	adv(gener)	
doen	doen	v(infin)	
smaken	smaken	v(infin)	
tswaert	dat+zwaard	art(def)+n(sing)

dat	dat	pron(dem)	
ware	zijn	v(fin,past,aux_cop)	
onder+vonden	ondervinden	v(fin,past,lex)

meerre	meer	adv(gener)	
moert	moord	n(sing)	
dan	dan	conj(comp)	
sonden	zonde	n(sing)

tonghe	tong	n(sing)	
lieghet	liegen	v(fin,pres,lex)	
maer	maar	conj(coord)	
therte	dat+hart	art(def)+n(sing)	
niet	niet	adv(neg)

want	want	conj(coord)	
so	zo	adv(indef)	
wat	wat	pron(rel)	
dat	dat	art(def)	
herte	hart	n(sing)	
ghebiet	gebieden	v(fin,pres,lex)

wilmen	willen+men	v(fin,pres,aux_cop)+pron(indef)	
emmer	immer	adv(gener)	
vulbringhen	volbrengen	v(infin)

wat	wat	pron(inter)	
es	zijn	v(fin,pres,aux_cop)	
naersins	narcissus	n(prop)	
ghesciet	geschieden	v(participle,past)

die	die	pron(rel)	
sine	zijn	pron(poss)	
vorme	vorm	n(sing)	
spieghelt	spiegelen	v(fin,pres,lex)	
ende	en	conj(coord)	
siet	zien	v(fin,pres,lex)

int	in+dat	adp()+art(def)	
water	water	n(sing)	
sonder	zonder	adp()	
minghen	mengen	v(infin)

hant	hand	n(sing)	
ende	en	conj(coord)	
mont	mond	n(sing)	
hi	hij	pron(pers,3,sing)	
dare+waert	daarwaarts	adv(dem)	
biet	bieden	v(fin,pres,lex)

hi	hij	pron(pers,3,sing)	
bit	bidden	v(fin,pres,lex)	
hi	hij	pron(pers,3,sing)	
claghet	klagen	v(fin,pres,lex)	
sijn	zijn	pron(poss)	
verdriet	verdriet	n(sing)

natuere	natuur	n(sing)	
ne	ne	adv(neg)	
wils	willen+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
niet	niet	adv(neg)	
ghehinghen	gehengen	v(infin)

dat	dat	conj(subord)	
hem	hij	pron(pers,3,sing)	
can	kunnen	v(fin,pres,aux_cop)	
ghehelpen	gehelpen	v(infin)	
niet	niet	adv(neg)

hi	hij	pron(pers,3,sing)	
dolt	dolen	v(fin,pres,lex)	
alse	als	conj(comp)	
hi	hij	pron(pers,3,sing)	
wel	wel	adv(gener)	
selue	zelf	pron(dem)	
siet	zien	v(fin,pres,lex)

hine	hij+ne	pron(pers,3,sing)+adv(neg)	
constem	kunnen+hij	v(fin,past,aux_cop)+pron(refl,3,sing)	
niet	niet	adv(neg)	
bedwinghen	bedwingen	v(infin)

hine	hij+ne	pron(pers,3,sing)+adv(neg)	
staerf	sterven	v(fin,past,lex)	
bi	bij	adp()	
desen	deze	pron(dem)	
dinghen	ding	n(plu)

medea	medea	n(prop)	
toghet	togen	v(fin,pres,lex)	
ons	wij	pron(pers,1,plu)	
selue	zelf	pron(indef)	
dat	dat	pron(dem)

die	die	pron(dem)	
rouede	roven	v(fin,past,lex)	
ende	en	conj(coord)	
stal	stelen	v(fin,past,lex)	
haers	haar	pron(poss)	
vader	vader	n(sing)	
scat	schat	n(sing)

ende	en	conj(coord)	
verslouch	verslaan	v(fin,past,lex)	
haren	haar	pron(poss)	
broeder	broeder	n(sing)

om	om	adp()	
jazoene	jason	n(prop)	
dies	die	pron(rel)	
haer	zij	pron(pers,3,sing)	
cume	kuim	adv(gener)	
bat	bidden	v(fin,past,lex)

soe	zij	pron(pers,3,sing)	
liet	laten	v(fin,past,lex)	
coninc+rike	koningrijk	n(sing)	
ende	en	conj(coord)	
scat	schat	n(sing)

vader	vader	n(sing)	
suster	zuster	n(sing)	
ende	en	conj(coord)	
moeder	moeder	n(sing)

nochtan	nochtan	adv(dem)	
daer	daar	adv(dem)	
soe	zij	pron(pers,3,sing)	
alleene	alleen	adv(gener)	
sat	zitten	v(fin,past,lex)

wijsde	wijzen	v(fin,past,lex)	
hare	haar	pron(poss)	
redene	reden	n(sing)	
den	de	art(def)	
rechten	recht	adj()	
pat	pad	n(sing)

al	al	conj(subord)	
volghede	volgen	v(fin,past,lex)	
soe	zij	pron(pers,3,sing)	
den	de	art(def)	
loeder	loeder	n(sing)

maer	maar	conj(coord)	
therte	dat+hart	art(def)+n(sing)	
was	zijn	v(fin,past,aux_cop)	
hare	zij	pron(pers,3,sing)	
so	zo	adv(resum)	
mat	mat	adj()

daer	daar	pronadv(rel)	
minne	min	n(sing)	
in	in	pronadv(prep)	
hadde	hebben	v(fin,past,aux_cop)	
ghemaect	maken	v(participle,past)	
i	een	art(indef)	
gat	gat	n(sing)

wille	wil	n(sing)	
hilt	houden	v(fin,past,lex)	
den	de	art(def)	
roeder	roer	n(sing)

al	al	conj(subord)	
was	zijn	v(fin,past,aux_cop)	
die	de	art(def)	
redene	reden	n(sing)	
vroeder	vroed	adj()

exempel	exempel	n(plu)	
vindic	vinden+ik	v(fin,pres,lex)+pron(pers,1,sing)	
sonder	zonder	adp()	
ghetal	getal	n(sing)

die	die	pron(rel)	
met	met	adp()	
mi	ik	pron(pers,1,sing)	
souden	zullen	v(fin,past,aux_cop)	
lyen	lijden	v(infin)	
al	al	adv(gener)

dat	dat	conj(subord)	
ic	ik	pron(pers,1,sing)	
hare	zij	pron(pers,3,sing)	
tleuen	dat+leven	art(def)+n(sing)	
gaue	geven	v(fin,past,lex)

die	die	pron(rel)	
mi	ik	pron(pers,1,sing)	
therte	dat+hart	art(def)+n(sing)	
rouede	roven	v(fin,past,lex)	
ende	en	conj(coord)	
stal	stelen	v(fin,past,lex)

iacop	jacob	n(prop)	
mac	maken	v(imp)	
mi	ik	pron(pers,1,sing)	
gheen	geen	pron(indef)	
ghescal	geschal	n(sing)

hier	hier	adv(dem)	
en	ne	adv(neg)	
sceedicx	scheiden+ik	v(fin,past,lex)+pron(pers,1,sing)	
niet	niet	adv(neg)	
ave	af	v(prtcl)

al	al	num(indef)	
tvolc	dat+volk	art(def)+n(sing)	
dat	dat	pron(rel)	
woent	wonen	v(fin,pres,lex)	
sonder	zonder	adp()	
ghetal	getal	n(sing)

beede	beide	num(indef)	
vp	op	adp()	
berch	berg	n(sing)	
ende	en	conj(coord)	
vp	op	adp()	
dal	dal	n(sing)

eist	zijn+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
coninc	koning	n(sing)	
ofte	of	conj(coord)	
graue	graaf	n(sing)

dijn	dijn	pron(poss)	
proeuen	proef	n(plu)	
wert	worden	v(fin,past,aux_cop)	
hier+jeghen	hierjegen	adv(dem)	
smal	smal	adj()

hen	het+ne	pron(pers,3,sing)+adv(neg)	
sal	zullen	v(fin,pres,aux_cop)	
niet	niet	adv(neg)	
wert	waard	adj()	
sijn	zijn	v(infin)	
een	een	art(indef)	
bal	bal	n(sing)

ghevullet	vullen	v(participle,past)	
met	met	adp()	
draue	draf	n(sing)

also	alzo	adv(dem)	
helpe	helpen	v(imp)	
mi	ik	pron(pers,1,sing)	
sente	sint	adj()	
baue	bavo	n(prop)

iacop	jacob	n(prop)	
du	du	pron(pers,2,sing)	
best	zijn	v(fin,pres,aux_cop)	
een	een	art(indef)	
stout	stout	adj()	
seriant	sergeant	n(sing)

dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
i	een	art(indef)	
vast	vast	adj()	
cnoep	knoop	n(sing)	
ende	en	conj(coord)	
i	een	art(indef)	
vast	vast	adj()	
bant	band	n(sing)

die	die	pron(rel)	
niemen	niemand	pron(indef)	
mach	mogen	v(fin,pres,aux_cop)	
ontbinden	ontbinden	v(infin)

die	de	art(def)	
cnoep	knoop	n(sing)	
die	die	pron(rel)	
alexander	alexander	n(prop)	
bant	binden	v(fin,past,lex)

ontcnochte	ontknopen	v(fin,past,lex)	
sijn	zijn	pron(poss)	
zwaert	zwaard	n(sing)	
niet	niet	adv(neg)	
sijn	zijn	pron(poss)	
hant	hand	n(sing)

alse	als	conj(subord)	
hijs	hij+het	pron(pers,3,sing)+pron(pers,3,sing)	
hem	hij	pron(refl,3,sing)	
wilde	willen	v(fin,past,aux_cop)	
bewinden	bewinden	v(infin)

laet	laten	v(imp)	
ghetaken	getaken	v(infin)	
an	aan	adp()	
uwen	uw	pron(poss)	
cant	kant	n(sing)

men	men	pron(indef)	
sal	zullen	v(fin,pres,aux_cop)	
hu	uw	pron(poss)	
vroetscap	vroedschap	n(sing)	
te+hant	tehand	adv(gener)

tellen	tellen	v(infin)	
metten	met+de	adp()+art(def)	
kinden	kind	n(plu)

also	alzo	adv(dem)	
vele	veel	adj()	
alse	als	conj(comp)	
dieden	duiden	v(infin)	
mach	mogen	v(fin,pres,aux_cop)	
i	een	num(card)	
zant	zand	n(sing)

ieghen	jegens	adp()	
casselberghe	kasselberg	n(prop)	
in	in	adp()	
vlaenderlant	vlaanderland	n(prop)

sal	zullen	v(fin,pres,aux_cop)	
dieden	duiden	v(infin)	
hier	hier	adv(dem)	
hu	uw	pron(poss)	
vinden	vinden	v(infin)

al	al	conj(subord)	
waendi	wanen+gij	v(fin,pres,lex)+pron(pers,2,sing)	
mi	ik	pron(refl,1,sing)	
verblinden	verblinden	v(infin)

ghi	gij	pron(pers,2,sing)	
wilt	willen	v(fin,pres,aux_cop)	
sterken	sterken	v(infin)	
uwe	uw	pron(poss)	
wort	woord	n(sing)

die	die	pron(rel)	
ghi	gij	pron(pers,2,sing)	
nv	nu	adv(dem)	
hier	hier	adv(dem)	
bringhet	brengen	v(fin,pres,lex)	
vort	voort	v(prtcl)

met	met	adp()	
truffen	truffe	n(plu)	
ende	en	conj(coord)	
met	met	adp()	
poetrien	po‘terij	n(plu)

of	of	conj(coord)	
medea	medea	n(prop)	
dede	doen	v(fin,past,lex)	
moort	moord	n(sing)

ende	en	conj(coord)	
hem	hij	pron(refl,3,sing)	
naersus	narcissus	n(prop)	
heuet	hebben	v(fin,pres,aux_cop)	
versmort	versmoren	v(participle,past)

dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
minne	min	n(sing)	
van	van	adp()	
sottien	sottie	n(sing)

dit	dit	pron(dem)	
wort	woord	n(sing)	
minne	min	n(sing)	
ende	en	conj(coord)	
datter	dat+daar	pron(rel)+adv(dem)	
toe+hort	toehoren	v(fin,pres,lex)

en	ne	adv(neg)	
was	zijn	v(fin,past,aux_cop)	
met	met	adp()	
minnen	min	n(sing)	
noit	nooit	adv(neg)	
begort	begorden	v(participle,past)

noch	noch	conj(coord)	
met	met	adp()	
ribaudien	rabauwie	n(sing)

wien	wie	pron(rel)	
dat	dat	conj(subord)	
reine	rein	adj()	
minne	min	n(sing)	
becort	bekoren	v(fin,pres,lex)

diene	die+ne	pron(rel)+adv(neg)	
mach	mogen	v(fin,pres,aux_cop)	
niet	niet	adv(neg)	
sijn	zijn	v(infin)	
bedort	bedoren	v(participle,past)

dies	die	pron(dem)	
sullen	zullen	v(fin,pres,aux_cop)	
met	met	adp()	
mi	ik	pron(pers,1,sing)	
lyen	lijden	v(fin,pres,lex)

die	de	art(def)	
meesters	meester	n(plu)	
van	van	adp()	
clergien	klergie	n(sing)

les	lezen	v(imp)	
toude	dat+oud	art(def)+adj()	
ende	en	conj(coord)	
tnieuwe	dat+nieuw	art(def)+adj()	
testament	testament	n(sing)

ende	en	conj(coord)	
besie	bezien	v(imp)	
al+omtrent	al+omtrent	adv(gener)

alle	al	pron(indef)	
die	de	art(def)	
heleghe	heilig	adj()	
liede	lieden	n(plu)

wie	wie	pron(inter)	
was	zijn	v(fin,past,aux_cop)	
van	van	adp()	
minnen	min	n(sing)	
oint	ooit	adv(indef)	
ghescent	schenden	v(participle,past)

wien	wie	pron(inter)	
maecte	maken	v(fin,past,lex)	
oint	ooit	adv(indef)	
minne	min	n(sing)	
blent	blind	adj()

die	die	pron(rel)	
ane	aan	adp()	
gode	god	n(prop)	
ghiede	gie‘n	v(fin,past,lex)

si	zij	pron(pers,3,plu)	
minden	minnen	v(fin,past,lex)	
vrouwen	vrouw	n(plu)	
wel	wel	adv(gener)	
bekent	bekend	adj()

scone	schoon	adj()	
ende	en	conj(coord)	
edel	edel	adj()	
vp	op	adp()	
sulc	zulk	pron(dem)	
couent	convent	n(sing)

dat	dat	conj(subord)	
hem	hij	pron(pers,3,sing)	
god	god	n(prop)	
hoyr	oir	n(sing)	
beriede	beraden	v(fin,past,lex)

al	al	conj(subord)	
dogheder	dogen+daar	v(fin,pres,lex)+pronadv(prep)	
omme	om	pronadv(prep)	
somich	sommig	pron(indef)	
torment	torment	n(sing)

sulc	zulk	pron(dem)	
alse	als	conj(comp)	
minne	min	n(sing)	
der	de	art(def)	
ioghet	jeugd	n(sing)	
sent	zenden	v(fin,pres,lex)

wie	wie	pron(inter)	
waest	zijn+het	v(fin,past,aux_cop)+pron(pers,3,sing)	
diere	die+daar	pron(rel)+pronadv(prep)	
omme	om	pronadv(prep)	
messciede	misschieden	v(fin,past,lex)

ghelijc	gelijk	conj(comp)	
heidinen	heiden	adj()	
diede	diet	n(sing)

abraham	abraham	n(prop)	
was	zijn	v(fin,past,aux_cop)	
versaren	vrouw+sara	n(sing)+n(prop)	
man	man	n(sing)

doe	toen	conj(subord)	
sine	zijn	pron(poss)	
amie	amie	n(sing)	
heffen	heffen	v(infin)	
began	beginnen	v(fin,past,aux_cop)

bouen	boven	adp()	
haerre	haar	pron(poss)	
vrouwen	vrouw	n(sing)

daer	daar	adv(rel)	
hen	ne	adv(neg)	
was	zijn	v(fin,past,aux_cop)	
gheen	geen	pron(indef)	
houden	houden	v(infin)	
an	aan	adp()

hine	hij+ne	pron(pers,3,sing)+adv(neg)	
deedse	doen+zij	v(fin,past,lex)+pron(pers,3,sing)	
wech	weg	v(prtcl)	
want	want	conj(coord)	
redene	reden	n(sing)	
vernam	vernemen	v(fin,past,lex)

ende	en	conj(coord)	
sine	zijn	pron(poss)	
herte	hart	n(sing)	
vultrouwen	vol+trouw	adj()+n(sing)

gheen	geen	pron(indef)	
edel	edel	adj()	
man	man	n(sing)	
no	noch	conj(coord)	
wijs	wijs	adj()	
en	ne	adv(neg)	
can	kunnen	v(fin,pres,aux_cop)

minnen	minnen	v(infin)	
sonder	zonder	adp()	
redene	reden	n(sing)	
dan	dan	adv(gener)

dit	dit	pron(dem)	
mach	mogen	v(fin,pres,aux_cop)	
men	men	pron(indef)	
wel	wel	adv(gener)	
bescouwen	beschouwen	v(infin)

sulke	zulk	pron(dem)	
minres	minnaar	n(plu)	
ghenieten	genieten	v(infin)	
den	de	art(def)	
ban	ban	n(sing)

die	die	pron(rel)	
metter	met+de	adp()+art(def)	
mesdaet	misdaad	n(sing)	
maken	maken	v(fin,pres,lex)	
ghespan	gespan	n(sing)

die	die	pron(rel)	
minres	minnaar	n(plu)	
willic	willen+ik	v(fin,pres,aux_cop)+pron(pers,1,sing)	
blouwen	blouwen	v(infin)

want	want	conj(coord)	
dats	dat+zijn	pron(dem)+v(fin,pres,aux_cop)	
minne	min	n(sing)	
vul	vol	adj()	
rouwen	rouw	n(sing)

of	of	conj(coord)	
ic	ik	pron(pers,1,sing)	
dan	dan	adv(dem)	
sette	zetten	v(fin,past,lex)	
minen	mijn	pron(poss)	
sin	zin	n(sing)

daer	daar	adv(rel)	
ic	ik	pron(pers,1,sing)	
en	ne	adv(neg)	
mach	mogen	v(fin,pres,aux_cop)	
meer	meer	num(indef)	
no	noch	conj(coord)	
min	min	adv(gener)

an	aan	adp()	
winnen	winnen	v(fin,pres,lex)	
dan	dan	conj(comp)	
al	al	pron(indef)	
scade	schade	n(sing)

ende	en	conj(subord)	
mi	ik	pron(pers,1,sing)	
eene	een	art(indef)	
andere	ander	pron(indef)	
so	zo	adv(resum)	
heuet	hebben	v(fin,pres,aux_cop)	
jn	in	v(prtcl)

dat	dat	conj(subord)	
soe	zij	pron(pers,3,sing)	
haer	haar	pron(refl,3,sing)	
seluen	zelf	pron(dem)	
ende	en	conj(coord)	
al	al	pron(indef)	
ghewin	gewin	n(sing)

mij	ik	pron(pers,1,sing)	
jan	gunnen	v(fin,past,lex)	
vro	vroeg	adv(gener)	
ende	en	conj(coord)	
spade	spade	adv(gener)

mi	ik	pron(pers,1,sing)	
dincke	dunken	v(fin,pres,aux_cop)	
dat	dat	conj(subord)	
ic	ik	pron(pers,1,sing)	
meer	meer	adv(gener)	
sculdich	schuldig	adj()	
bin	zijn	v(fin,pres,aux_cop)

hare	zij	pron(pers,3,sing)	
die	die	pron(rel)	
mi	ik	pron(pers,1,sing)	
coes	kiezen	v(fin,past,lex)	
int	in+het	adp()+art(def)	
beghin	begin	n(sing)

ende	en	conj(coord)	
ane	aan	adp()	
mi	ik	pron(pers,1,sing)	
bliuet	blijven	v(fin,pres,aux_cop)	
ghestade	gestade	adj()

dan	dan	conj(comp)	
hare	zij	pron(pers,3,sing)	
die	die	pron(rel)	
fierlike	fierlijk	adv(gener)	
haren	haar	pron(poss)	
kin	kin	n(sing)

te	te	adp()	
mi	ik	pron(pers,1,sing)	
waert	waart	adv(gener)	
draghet	dragen	v(fin,pres,lex)	
ende	en	conj(coord)	
haer	haar	pron(poss)	
ghespin	gespin	n(sing)

van	van	adp()	
minnen	min	n(prop)	
els	els	adv(gener)	
draghet	dragen	v(fin,pres,lex)	
te	te	adp()	
zade	zaad	n(sing)

ende	en	conj(coord)	
diere	die+daar	pron(rel)+pronadv(prep)	
ic	ik	pron(pers,1,sing)	
omme	om	pronadv(prep)	
niet	niet	adv(neg)	
bade	bidden	v(fin,past,lex)

iacop	jacob	n(prop)	
of	of	conj(subord)	
ghi	gij	pron(pers,2,sing)	
niet	niet	adv(neg)	
en	ne	adv(neg)	
acht	achten	v(fin,pres,lex)

eexempele	exempel	n(plu)	
die	die	pron(rel)	
ic	ik	pron(pers,1,sing)	
vort	voort	v(prtcl)	
hebbe	hebben	v(fin,pres,aux_cop)	
bracht	brengen	v(participle,past)

ic	ik	pron(pers,1,sing)	
wille	willen	v(fin,pres,aux_cop)	
te	te	adp()	
bybele	bijbel	n(prop)	
keeren	keren	v(infin)

die	de	art(def)	
minne	min	n(sing)	
hadde	hebben	v(fin,past,lex)	
ouer	over	adp()	
adame	adam	n(prop)	
macht	macht	n(sing)

soe	zij	pron(pers,3,sing)	
verwanne	verwinnen	v(fin,past,lex)	
met	met	adp()	
harer	haar	pron(poss)	
macht	macht	n(sing)

den	de	art(def)	
vroetsten	vroed	adj()	
van	van	adp()	
allen	al	pron(indef)	
heeren	heer	n(plu)

van	van	adp()	
hem	hij	pron(pers,3,sing)	
sijn	zijn	v(fin,pres,aux_cop)	
wi	wij	pron(pers,1,plu)	
alle	al	pron(indef)	
ghewracht	gewerken	v(participle,past)

so	zo	adv(resum)	
eist	zijn+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
recht	recht	adj()	
dat	dat	conj(subord)	
hem	hij	pron(pers,3,sing)	
elc	elk	pron(indef)	
slacht	slachten	v(fin,pres,lex)

men	men	pron(indef)	
maghet	mogen+het	v(fin,pres,aux_cop)+pron(pers,3,sing)	
wel	wel	adv(gener)	
doen	doen	v(infin)	
met	met	adp()	
eeren	eer	n(sing)

minne	min	n(sing)	
ouer	over	adp()	
redene	reden	n(sing)	
verwacht	vervachten	v(fin,pres,lex)

wie	wie	pron(inter)	
sore	zo+daar	adv(gener)+pronadv(dem)	
omme	om	pronadv(dem)	
weent	wenen	v(fin,pres,lex)	
of	of	conj(coord)	
lacht	lachen	v(fin,pres,lex)

vrouwe	vrouw	n(sing)	
yeue	eva	n(prop)	
moestem	moeten+hij	v(fin,past,aux_cop)+pron(pers,3,sing)	
leeren	leren	v(infin)

sijn	zijn	pron(poss)	
ontbeeren	ontberen	v(participle,past)

vvat	wat	pron(inter)	
machte	macht	n(sing)	
hadde	hebben	v(fin,past,aux_cop)	
samsoen	simson	n(prop)

of	of	conj(coord)	
dauid	david	n(prop)	
of	of	conj(coord)	
salomoen	salomo	n(prop)

ieghen	jegen	adp()	
die	de	art(def)	
cracht	kracht	n(sing)	
van	van	adp()	
minnen	min	n(sing)

daer	daar	pronadv(dem)	
ne	ne	adv(neg)	
es	zijn	v(fin,pres,lex)	
toe	toe	pronadv(dem)	
recht	recht	adj()	
toe	toe	adv(gener)	
gheen	geen	pron(indef)	
doen	doen	v(infin)

sorobabel	sorobabel	n(prop)	
in	in	adp()	
sijn	zijn	pron(poss)	
sermoen	sermoen	n(sing)

doet	doen	v(fin,pres,aux_cop)	
ons	wij	pron(pers,1,plu)	
wel	wel	adv(gener)	
bekinnen	bekennen	v(infin)

dat	dat	conj(subord)	
wien	wie	pron(inter)	
so	zo	adv(resum)	
vrouwen	vrouw	n(plu)	
minne	min	n(sing)	
ontspoen	ontspanen	v(infin)

hine	hij+ne	pron(pers,3,sing)+adv(neg)	
mochte	mogen	v(fin,past,aux_cop)	
nemmermeer	nimmermeer	adv(gener)	
gheroen	geroe‘n	v(infin)

in	in	adp()	
siere	zijn	pron(poss)	
herten	hart	n(sing)	
binnen	binnen	adv(gener)

hine	hij+ne	pron(pers,3,sing)+adv(neg)	
moeste	moeten	v(fin,past,aux_cop)	
al	al	pron(indef)	
sinen	zijn	pron(poss)	
sin	zin	n(sing)	
ondoen	ontdoen	v(infin)

ende	en	conj(coord)	
volghen	volgen	v(fin,pres,lex)	
hare	zij	pron(pers,3,sing)	
al	al	conj(subord)	
ware	zijn	v(fin,past,aux_cop)	
so	zij	pron(pers,3,plu)	
ghevloen	vlieden	v(participle,past)

oft	of	conj(coord)	
hem	hij	pron(refl,3,sing)	
seluen	zelf	pron(indef)	
ontsinnen	ontzinnen	v(infin)

hier+toe	hiertoe	pronadv(dem)	
es	zijn	v(fin,pres,aux_cop)	
gheen	geen	pron(indef)	
verwinnen	verwinnen	v(infin)

iacop	jacob	n(prop)	
sech	zeggen	v(imp)	
verstaestu	verstaan+du	v(fin,past,lex)+pron(pers,2,sing)	
niet	niet	adv(neg)

dat	dat	conj(subord)	
dit	dit	pron(dem)	
wort	woord	n(sing)	
amor	amor	n(prop)	
bediet	beduiden	v(fin,pres,lex)

dat	dat	pron(rel)	
in	in	adp()	
dietsch	diets	n(prop)	
luudt	luiden	v(fin,pres,lex)	
minne	min	n(sing)

elc	elk	pron(indef)	
letterkijn	lettertje	n(sing)	
diet	die+het	pron(rel)+pron(pers,3,sing)	
wel	wel	adv(gener)	
besiet	bezien	v(fin,pres,lex)

hout	houden	v(fin,pres,lex)	
in	in	v(prtcl)	
een	een	art(indef)	
wort	woord	adj()	
sinne	zinnen	v(imp)	
bespiet	bespieden	v(imp)

der	de	art(def)	
minnen	min	n(sing)	
cracht	kracht	n(sing)	
daer+inne	daarin	pronadv(dem)

aldus	aldus	adv(dem)	
ontbindet	ontbinden	v(fin,pres,lex)	
latijndsche	latijns	adj()	
diet	diet	n(sing)

porringhe	porring	n(sing)	
die	die	pron(rel)	
den	de	art(def)	
sin	zin	n(sing)	
wech+tyet	wegtijgen	v(fin,pres,lex)

ditser	die+dat+zeer	pron(rel)+pron(dem)+n(sing)	
een	een	art(indef)	
ten	te+de	adp()+art(def)	
beghinne	begin	n(sing)

entie	en+die	conj(coord)+pron(dem)	
redene	reden	n(sing)	
tontmoetene	te+ontmoeten	adp()+v(infin)	
pliet	plegen	v(fin,pres,lex)

aldus	aldus	adv(dem)	
ontbant	ontbinden	v(fin,past,lex)	
